"Question","ID","Variable","Catalogues_services_merged","Purpose_of_use_merged","Catalogue_services_merged_coded","Catalogue_services_TTRAM","PurposeOfUse_merged_coded","PurposeOfUse_merged_coded_TTRAM"
"catalogues_registries",101,5,,,,,,
"catalogues_registries",102,1,,,,,,
"catalogues_registries",102,2,,,,,,
"catalogues_registries",102,3,,,,,,
"catalogues_registries",102,4,,,,,,
"catalogues_registries",102,5,,,,,,
"catalogues_registries",103,1,,,,,,
"catalogues_registries",103,2,,,,,,
"catalogues_registries",103,3,,,,,,
"catalogues_registries",103,4,,,,,,
"catalogues_registries",103,5,,,,,,
"catalogues_registries",104,1,,,,,,
"catalogues_registries",104,2,,,,,,
"catalogues_registries",104,3,,,,,,
"catalogues_registries",104,4,,,,,,
"catalogues_registries",104,5,,,,,,
"catalogues_registries",105,1,"ESRF data portal","Generic repository for all data from photon and EM experiments at ESRF","ESRF data portal","Discovery & Identification","Data catalogues","Data catalogues (Discovery & Identification)"
"catalogues_registries",105,2,"Human Organ Atlas","Domain specific data portal for human organs","Human Organ Atlas","Discovery & Identification","Data banks","Data banks (Discovery & Identification)"
"catalogues_registries",105,3,"Paleontology data portal","Domain specific data portal for paleontology data","Paleontology data portal","Discovery & Identification","Data banks","Data banks (Discovery & Identification)"
"catalogues_registries",105,4,"Datacite","For issuing DOIs and storing associated metadata","Datacite","Discovery & Identification","Identifier registration","Identifier registration (Discovery & Identification)"
"catalogues_registries",105,5,,,,,,
"catalogues_registries",106,1,,,,,,
"catalogues_registries",106,2,,,,,,
"catalogues_registries",106,3,,,,,,
"catalogues_registries",106,4,,,,,,
"catalogues_registries",106,5,,,,,,
"catalogues_registries",107,1,,,,,,
"catalogues_registries",107,2,,,,,,
"catalogues_registries",107,3,,,,,,
"catalogues_registries",107,4,,,,,,
"catalogues_registries",107,5,,,,,,
"catalogues_registries",108,1,,,,,,
"catalogues_registries",108,2,,,,,,
"catalogues_registries",108,3,,,,,,
"catalogues_registries",108,4,,,,,,
"catalogues_registries",108,5,,,,,,
"catalogues_registries",109,1,,,,,,
"catalogues_registries",109,2,,,,,,
"catalogues_registries",109,3,,,,,,
"catalogues_registries",109,4,,,,,,
"catalogues_registries",109,5,,,,,,
"catalogues_registries",110,1,,,,,,
"catalogues_registries",110,2,,,,,,
"catalogues_registries",110,3,,,,,,
"catalogues_registries",110,4,,,,,,
"catalogues_registries",110,5,,,,,,
"catalogues_registries",111,1,,,,,,
"catalogues_registries",111,2,,,,,,
"catalogues_registries",111,3,,,,,,
"catalogues_registries",111,4,,,,,,
"catalogues_registries",111,5,,,,,,
"catalogues_registries",112,1,,,,,,
"catalogues_registries",112,2,,,,,,
"catalogues_registries",112,3,,,,,,
"catalogues_registries",112,4,,,,,,
"catalogues_registries",112,5,,,,,,
"catalogues_registries",113,1,,,,,,
"catalogues_registries",113,2,,,,,,
"catalogues_registries",113,3,,,,,,
"catalogues_registries",113,4,,,,,,
"catalogues_registries",113,5,,,,,,
"catalogues_registries",114,1,,,,,,
"catalogues_registries",114,2,,,,,,
"catalogues_registries",114,3,,,,,,
"catalogues_registries",114,4,,,,,,
"catalogues_registries",114,5,,,,,,
"catalogues_registries",115,1,,,,,,
"catalogues_registries",115,2,,,,,,
"catalogues_registries",115,3,,,,,,
"catalogues_registries",115,4,,,,,,
"catalogues_registries",115,5,,,,,,
"catalogues_registries",116,1,"DataCite","DOI","Datacite","Discovery & Identification","Identifier registration","Identifier registration (Discovery & Identification)"
"catalogues_registries",116,2,"Finto-ontology service (https://finto.fi/en/)","Several national ontologies for dataset description, for example fields of science or geolocations.","Finto-ontology service (https://finto.fi/en/)","Discovery & Identification","Semantic : ontologies","Semantic : ontologies (Discovery & Identification)"
"catalogues_registries",116,3,"Koodistot -reference data service (https://koodistot.suomi.fi/)","National reference data for dataset description, for example access types.","Koodistot","Discovery & Identification","Data banks","Data banks (Discovery & Identification)"
"catalogues_registries",116,4,"IANA media types, PRONOM registry","File format metadata for digital preservation","IANA media types, PRONOM registry","Discovery & Identification","Data banks","Data banks (Discovery & Identification)"
"catalogues_registries",116,5,,,,,,
"catalogues_registries",117,1,,,,,,
"catalogues_registries",117,2,,,,,,
"catalogues_registries",117,3,,,,,,
"catalogues_registries",117,4,,,,,,
"catalogues_registries",117,5,,,,,,
"catalogues_registries",118,1,,,,,,
"catalogues_registries",118,2,,,,,,
"catalogues_registries",118,3,,,,,,
"catalogues_registries",118,4,,,,,,
"catalogues_registries",118,5,,,,,,
"catalogues_registries",119,1,"Hierarchical Event Descriptors (HED)","[HED](https://www.hedtags.org/) [vocabulary](https://github.com/hed-standard/hed-schemas) is used to annotate event-level information of neuroscientific experiments in our datasets.","Hierarchical Event Descriptors (HED)","Discovery & Identification","Semantic : vocabularies and thesauri","Semantic : vocabularies and thesauri (Discovery & Identification)"
"catalogues_registries",119,2,"https://neurobagel.org/","[Neurobagel data model](https://neurobagel.org/data_models/variables/) together with [additional namespaces](https://neurobagel.org/data_models/term_naming_standards/#currently-used-namespaces) harmonizes participant-level information between datasets and repositories.","Neurobagel data model","""Curation, Quality & Compliance"", Discovery & Identification","Data models","Data models (""Curation, Quality & Compliance"", Discovery & Identification)"
"catalogues_registries",119,3,"https://bioportal.bioontology.org/ontologies/SNOMEDCT","Vocabulary used in Neurobagel data model.","Neurobagel data model vocabulary","Discovery & Identification","Semantic : vocabularies and thesauri","Semantic : vocabularies and thesauri (Discovery & Identification)"
"catalogues_registries",119,4,"https://nidm.nidash.org/","Terminology used in Neurobagel data model.","Neurobagel data model terminology","Discovery & Identification","Semantic : vocabularies and thesauri","Semantic : vocabularies and thesauri (Discovery & Identification)"
"catalogues_registries",119,5,,,,,,
"catalogues_registries",120,1,,,,,,
"catalogues_registries",120,2,,,,,,
"catalogues_registries",120,3,,,,,,
"catalogues_registries",120,4,,,,,,
"catalogues_registries",120,5,,,,,,
"catalogues_registries",121,1,,,,,,
"catalogues_registries",121,2,,,,,,
"catalogues_registries",121,3,,,,,,
"catalogues_registries",121,4,,,,,,
"catalogues_registries",121,5,,,,,,
"catalogues_registries",122,1,,,,,,
"catalogues_registries",122,2,,,,,,
"catalogues_registries",122,3,,,,,,
"catalogues_registries",122,4,,,,,,
"catalogues_registries",122,5,,,,,,
"catalogues_registries",123,1,,,,,,
"catalogues_registries",123,2,,,,,,
"catalogues_registries",123,3,,,,,,
"catalogues_registries",123,4,,,,,,
"catalogues_registries",123,5,,,,,,
"catalogues_registries",124,1,,,,,,
"catalogues_registries",124,2,,,,,,
"catalogues_registries",124,3,,,,,,
"catalogues_registries",124,4,,,,,,
"catalogues_registries",124,5,,,,,,
"catalogues_registries",125,1,,,,,,
"catalogues_registries",125,2,,,,,,
"catalogues_registries",125,3,,,,,,
"catalogues_registries",125,4,,,,,,
"catalogues_registries",125,5,,,,,,
"catalogues_registries",126,1,,,,,,
"catalogues_registries",126,2,,,,,,
"catalogues_registries",126,3,,,,,,
"catalogues_registries",126,4,,,,,,
"catalogues_registries",126,5,,,,,,
"catalogues_registries",127,1,,,,,,
"catalogues_registries",127,2,,,,,,
"catalogues_registries",127,3,,,,,,
"catalogues_registries",127,4,,,,,,
"catalogues_registries",127,5,,,,,,
"catalogues_registries",128,1,,,,,,
"catalogues_registries",128,2,,,,,,
"catalogues_registries",128,3,,,,,,
"catalogues_registries",128,4,,,,,,
"catalogues_registries",128,5,,,,,,
"catalogues_registries",129,1,,,,,,
"catalogues_registries",129,2,,,,,,
"catalogues_registries",129,3,,,,,,
"catalogues_registries",129,4,,,,,,
"catalogues_registries",129,5,,,,,,
"catalogues_registries",130,1,,,,,,
"catalogues_registries",130,2,,,,,,
"catalogues_registries",130,3,,,,,,
"catalogues_registries",130,4,,,,,,
"catalogues_registries",130,5,,,,,,
"catalogues_registries",131,1,,,,,,
"catalogues_registries",131,2,,,,,,
"catalogues_registries",131,3,,,,,,
"catalogues_registries",131,4,,,,,,
"catalogues_registries",131,5,,,,,,
"catalogues_registries",132,1,,,,,,
"catalogues_registries",132,2,,,,,,
"catalogues_registries",132,3,,,,,,
"catalogues_registries",132,4,,,,,,
"catalogues_registries",132,5,,,,,,
"catalogues_registries",133,1,,,,,,
"catalogues_registries",133,2,,,,,,
"catalogues_registries",133,3,,,,,,
"catalogues_registries",133,4,,,,,,
"catalogues_registries",133,5,,,,,,
"catalogues_registries",134,1,,,,,,
"catalogues_registries",134,2,,,,,,
"catalogues_registries",134,3,,,,,,
"catalogues_registries",134,4,,,,,,
"catalogues_registries",134,5,,,,,,
"catalogues_registries",135,1,,,,,,
"catalogues_registries",135,2,,,,,,
"catalogues_registries",135,3,,,,,,
"catalogues_registries",135,4,,,,,,
"catalogues_registries",135,5,,,,,,
"catalogues_registries",136,1,,,,,,
"catalogues_registries",136,2,,,,,,
"catalogues_registries",136,3,,,,,,
"catalogues_registries",136,4,,,,,,
"catalogues_registries",136,5,,,,,,
"catalogues_registries",137,1,,,,,,
"catalogues_registries",137,2,,,,,,
"catalogues_registries",137,3,,,,,,
"catalogues_registries",137,4,,,,,,
"catalogues_registries",137,5,,,,,,
"catalogues_registries",138,1,,,,,,
"catalogues_registries",138,2,,,,,,
"catalogues_registries",138,3,,,,,,
"catalogues_registries",138,4,,,,,,
"catalogues_registries",138,5,,,,,,
"catalogues_registries",139,1,,,,,,
"catalogues_registries",139,2,,,,,,
"catalogues_registries",139,3,,,,,,
"catalogues_registries",139,4,,,,,,
"catalogues_registries",139,5,,,,,,
"catalogues_registries",140,1,,,,,,
"catalogues_registries",140,2,,,,,,
"catalogues_registries",140,3,,,,,,
"catalogues_registries",140,4,,,,,,
"catalogues_registries",140,5,,,,,,
"catalogues_registries",141,1,,,,,,
"catalogues_registries",141,2,,,,,,
"catalogues_registries",141,3,,,,,,
"catalogues_registries",141,4,,,,,,
"catalogues_registries",141,5,,,,,,
"catalogues_registries",142,1,,,,,,
"catalogues_registries",142,2,,,,,,
"catalogues_registries",142,3,,,,,,
"catalogues_registries",142,4,,,,,,
"catalogues_registries",142,5,,,,,,
"catalogues_registries",143,1,,,,,,
"catalogues_registries",143,2,,,,,,
"catalogues_registries",143,3,,,,,,
"catalogues_registries",143,4,,,,,,
"catalogues_registries",143,5,,,,,,
"catalogues_registries",144,1,,,,,,
"catalogues_registries",144,2,,,,,,
"catalogues_registries",144,3,,,,,,
"catalogues_registries",144,4,,,,,,
"catalogues_registries",144,5,,,,,,
"catalogues_registries",145,1,,,,,,
"catalogues_registries",145,2,,,,,,
"catalogues_registries",145,3,,,,,,
"catalogues_registries",145,4,,,,,,
"catalogues_registries",145,5,,,,,,
"catalogues_registries",146,1,,,,,,
"catalogues_registries",146,2,,,,,,
"catalogues_registries",146,3,,,,,,
"catalogues_registries",146,4,,,,,,
"catalogues_registries",146,5,,,,,,
"catalogues_registries",147,1,,,,,,
"catalogues_registries",147,2,,,,,,
"catalogues_registries",147,3,,,,,,
"catalogues_registries",147,4,,,,,,
"catalogues_registries",147,5,,,,,,
"catalogues_registries",148,1,,,,,,
"catalogues_registries",148,2,,,,,,
"catalogues_registries",148,3,,,,,,
"catalogues_registries",148,4,,,,,,
"catalogues_registries",148,5,,,,,,
"catalogues_registries",149,1,,,,,,
"catalogues_registries",149,2,,,,,,
"catalogues_registries",149,3,,,,,,
"catalogues_registries",149,4,,,,,,
"catalogues_registries",149,5,,,,,,
"catalogues_registries",150,3,,,,,,
"catalogues_registries",150,4,,,,,,
"catalogues_registries",150,5,,,,,,
"catalogues_registries",151,1,,,,,,
"catalogues_registries",151,2,,,,,,
"catalogues_registries",151,3,,,,,,
"catalogues_registries",151,4,,,,,,
"catalogues_registries",151,5,,,,,,
"catalogues_registries",152,1,,,,,,
"catalogues_registries",152,2,,,,,,
"catalogues_registries",152,3,,,,,,
"catalogues_registries",152,4,,,,,,
"catalogues_registries",152,5,,,,,,
"catalogues_registries",153,1,,,,,,
"catalogues_registries",153,2,,,,,,
"catalogues_registries",153,3,,,,,,
"catalogues_registries",153,4,,,,,,
"catalogues_registries",153,5,,,,,,
"catalogues_registries",154,1,,,,,,
"catalogues_registries",154,2,,,,,,
"catalogues_registries",154,3,,,,,,
"catalogues_registries",154,4,,,,,,
"catalogues_registries",154,5,,,,,,
"catalogues_registries",155,1,,,,,,
"catalogues_registries",155,2,,,,,,
"catalogues_registries",155,3,,,,,,
"catalogues_registries",155,4,,,,,,
"catalogues_registries",155,5,,,,,,
"catalogues_registries",156,1,,,,,,
"catalogues_registries",156,2,,,,,,
"catalogues_registries",156,3,,,,,,
"catalogues_registries",156,4,,,,,,
"catalogues_registries",156,5,,,,,,
"catalogues_registries",157,1,,,,,,
"catalogues_registries",157,2,,,,,,
"catalogues_registries",157,3,,,,,,
"catalogues_registries",157,4,,,,,,
"catalogues_registries",157,5,,,,,,
"catalogues_registries",158,1,"DDI CVs","Deposit & Appraisal, Curation, Preservation, Reuse","DDI CVs","Discovery & Identification","Semantic : vocabularies and thesauri","Semantic : vocabularies and thesauri (Discovery & Identification)"
"catalogues_registries",158,2,"CESSDA CVs","Deposit & Appraisal, Curation, Reuse","CESSDA vocabulary service","Discovery & Identification","Semantic : vocabularies and thesauri","Semantic : vocabularies and thesauri (Discovery & Identification)"
"catalogues_registries",158,3,,,,,,
"catalogues_registries",158,4,,,,,,
"catalogues_registries",158,5,,,,,,
"catalogues_registries",159,1,,,,,,
"catalogues_registries",159,2,,,,,,
"catalogues_registries",159,3,,,,,,
"catalogues_registries",159,4,,,,,,
"catalogues_registries",159,5,,,,,,
"resources_services",1,1,"CESSDA Data Catalogue","discoverability, finding data","CESSDA Data catalogue","Discovery & Identification","Finding data","Discovery & Identification"
"resources_services",1,2,"DataCite","discoverability, finding data","DataCite","Deposit & Appraisal, Discovery & Identification","Finding data","Finding data (Deposit & Appraisal, Discovery & Identification)"
"resources_services",1,3,"OpenAIRE","reporting, discoverability, finding data","OpenAIRE","Discovery & Identification, Workflows","Finding data","Finding data (Discovery & Identification, Workflows)"
"resources_services",1,4,"BASE and national and institutional library catalogues","discoverability, finding data","BASE","Discovery & Identification","Finding data","Discovery & Identification"
"resources_services",1,5,"In den PDF there was also a question on catalogues which I answered above. Here is the asnwer for this question: Shibboleth login; ACOnet filesender","for access; for data deposit","In den PDF there was also a question on catalogues which I answered above. Here is the asnwer for this question: Shibboleth login; ACOnet filesender",,,
"resources_services",2,1,,,,,,
"resources_services",2,2,,,,,,
"resources_services",2,3,,,,,,
"resources_services",2,4,,,,,,
"resources_services",2,5,,,,,,
"resources_services",3,1,,,,,,
"resources_services",3,2,,,,,,
"resources_services",3,3,,,,,,
"resources_services",3,4,,,,,,
"resources_services",3,5,,,,,,
"resources_services",4,1,,,,,,
"resources_services",4,2,,,,,,
"resources_services",4,3,,,,,,
"resources_services",4,4,,,,,,
"resources_services",4,5,,,,,,
"resources_services",5,1,"Geonames","Controlled vocabulary for placenames (curation)","Geonames","Discovery & Identification","Semantic : geographical metadata","Semantic : geographical metadata (Discovery & Identification)"
"resources_services",5,2,"Handle.net","Managing items within the platform (DSpace); labeling communities and collections","Handle System","Access, Reuse, Preservation","Identifier registration","Access, Reuse, Preservation"
"resources_services",5,3,"DataCite DOIs (via British Library consortium)","issuing DOIs for items","Datacite","Deposit & Appraisal, Discovery & Identification","Identifier registration","Identifier registration (Deposit & Appraisal, Discovery & Identification)"
"resources_services",5,4,"HESA vocabulary","controlled subject vocabulary","HESA vocabulary","Discovery & Identification","Semantic : vocabularies and thesauri","Semantic : vocabularies and thesauri (Discovery & Identification)"
"resources_services",5,5,,,,,,
"resources_services",6,1,"RENATER register","Shibboleth authentication","RENATER register","Access","Authentication tools","Authentication tools (Access)"
"resources_services",6,2,"Agence nationale pour la Recherche registry of funded projects","Funding and project information fields","Agence nationale pour la Recherche registry of funded projects","Discovery & Identification, Workflows","Registries : funding information","Registries : funding information (Discovery & Identification, Workflows)"
"resources_services",6,3,,,,,,
"resources_services",6,4,,,,,,
"resources_services",6,5,,,,,,
"resources_services",7,1,,,,,,
"resources_services",7,2,,,,,,
"resources_services",7,3,,,,,,
"resources_services",7,4,,,,,,
"resources_services",7,5,,,,,,
"resources_services",8,1,,,,,,
"resources_services",8,2,,,,,,
"resources_services",8,3,,,,,,
"resources_services",8,4,,,,,,
"resources_services",8,5,,,,,,
"resources_services",9,1,,,,,,
"resources_services",9,2,,,,,,
"resources_services",9,3,,,,,,
"resources_services",9,4,,,,,,
"resources_services",9,5,,,,,,
"resources_services",10,1,,,,,,
"resources_services",10,2,,,,,,
"resources_services",10,3,,,,,,
"resources_services",10,4,,,,,,
"resources_services",10,5,,,,,,
"resources_services",11,1,"https://gnss-metadata.eu/","station information validation, Quality & Compliance","https://gnss-metadata.eu/","Quality & Compliance","Registries : stations","Registries : stations (Quality & Compliance)"
"resources_services",11,2,,,,,,
"resources_services",11,3,,,,,,
"resources_services",11,4,,,,,,
"resources_services",11,5,,,,,,
"resources_services",12,1,"IGS site log (standard to store GNSS station infomatio - text based)","Deposit, Access & Reuse, Quality & Compliance","IGS site log (standard to store GNSS station infomatio - text based)",,"Registries : stations","Deposit, Access & Reuse, Quality & Compliance"
"resources_services",12,2,"GeodesyML files","Deposit, Access & Reuse, Quality & Compliance","GeodesyML files","Deposit, Access & Reuse, Quality & Compliance",," (Deposit, Access & Reuse, Quality & Compliance)"
"resources_services",12,3,"Site pictures","Deposit, Access & Reuse, Quality & Compliance","Site pictures",,,"Deposit, Access & Reuse, Quality & Compliance"
"resources_services",12,4,,,,,,
"resources_services",12,5,,,,,,
"resources_services",13,1,,,,,,
"resources_services",13,2,,,,,,
"resources_services",13,3,,,,,,
"resources_services",13,4,,,,,,
"resources_services",13,5,,,,,,
"resources_services",14,1,"GND (Gemeinsame Normdatei)","authority files for personal names, institutions and metadata and controlled vocabulary (personal names, subject keywords, countries etc.)","GND (Gemeinsame Normdatei)",,"Semantic : vocabularies and thesauri",
"resources_services",14,2,"ORCID","metadata: personal names","ORCID","Discovery & Identification","Registries : persons","Registries : persons (Discovery & Identification)"
"resources_services",14,3,,,,,,
"resources_services",14,4,,,,,,
"resources_services",14,5,,,,,,
"resources_services",15,1,,,,,,
"resources_services",15,2,,,,,,
"resources_services",15,3,,,,,,
"resources_services",15,4,,,,,,
"resources_services",15,5,,,,,,
"resources_services",16,1,,,,,,
"resources_services",16,2,,,,,,
"resources_services",16,3,,,,,,
"resources_services",16,4,,,,,,
"resources_services",16,5,,,,,,
"resources_services",17,1,,,,,,
"resources_services",17,2,,,,,,
"resources_services",17,3,,,,,,
"resources_services",17,4,,,,,,
"resources_services",17,5,,,,,,
"resources_services",18,1,"DataCite","DOI registration","DataCite","Deposit & Appraisal, Discovery & Identification","Identifier registration","Identifier registration (Deposit & Appraisal, Discovery & Identification)"
"resources_services",18,2,"ORCID","Person identification, including lookup while submitting a dataset","ORCID","Discovery & Identification","Registries : persons","Registries : persons (Discovery & Identification)"
"resources_services",18,3,"ROR","Organisation unit identification, including funder identification (with lookup)","ROR",,"Registries : organizations","Registries : organizations ()"
"resources_services",18,4,,,,,,
"resources_services",18,5,,,,,,
"resources_services",19,1,"Common policies and guidelines with DataverseNO","Alignment of workflows","Common policies and guidelines with DataverseNO","Workflows","Alignment of workflows","Alignment of workflows (Workflows)"
"resources_services",19,2,"Feide","SSO authentication","Feide","Access","Authentication tools","Authentication tools (Access)"
"resources_services",19,3,"ORCID","SSO authentication","ORCID","Access","Authentication tools","Authentication tools (Access)"
"resources_services",19,4,"DataCite","PID assignment to dataset and files; discovery of metadata","DataCite","Deposit & Appraisal, Discovery & Identification","Identifier registration","Identifier registration (Deposit & Appraisal, Discovery & Identification)"
"resources_services",19,5,,,,,,
"resources_services",20,1,"Common policies and guidelines for repository consortium","Alignment of workflows","Common policies and guidelines for repository consortium","Workflows","Alignment of workflows","Alignment of workflows (Workflows)"
"resources_services",20,2,"Feide","SSO authentication","Feide","Access","Authentication tools","Authentication tools (Access)"
"resources_services",20,3,"ORCID","SSO authentication","ORCID","Access","Authentication tools","Authentication tools (Access)"
"resources_services",20,4,"DataCite","PID assignment to dataset and files; discovery of metadata","DataCite","Deposit & Appraisal, Discovery & Identification","Identifier registration","Identifier registration (Deposit & Appraisal, Discovery & Identification)"
"resources_services",20,5,,,,,,
"resources_services",21,1,,,,,,
"resources_services",21,2,,,,,,
"resources_services",21,3,,,,,,
"resources_services",21,4,,,,,,
"resources_services",21,5,,,,,,
"resources_services",22,1,,,,,,
"resources_services",22,2,,,,,,
"resources_services",22,3,,,,,,
"resources_services",22,4,,,,,,
"resources_services",22,5,,,,,,
"resources_services",23,1,,,,,,
"resources_services",23,2,,,,,,
"resources_services",23,3,,,,,,
"resources_services",23,4,,,,,,
"resources_services",23,5,,,,,,
"resources_services",24,1,"creative commons api","quality and compliance","creative commons api","Curation, Quality & Compliance","Registries : licences","Curation, Quality & Compliance"
"resources_services",24,2,,,,,,
"resources_services",24,3,,,,,,
"resources_services",24,4,,,,,,
"resources_services",24,5,,,,,,
"resources_services",25,1,,,,,,
"resources_services",25,2,,,,,,
"resources_services",25,3,,,,,,
"resources_services",25,4,,,,,,
"resources_services",25,5,,,,,,
"resources_services",26,1,,,,,,
"resources_services",26,2,,,,,,
"resources_services",26,3,,,,,,
"resources_services",26,4,,,,,,
"resources_services",26,5,,,,,,
"resources_services",27,1,,,,,,
"resources_services",27,2,,,,,,
"resources_services",27,3,,,,,,
"resources_services",27,4,,,,,,
"resources_services",27,5,,,,,,
"resources_services",28,1,,,,,,
"resources_services",28,2,,,,,,
"resources_services",28,3,,,,,,
"resources_services",28,4,,,,,,
"resources_services",28,5,,,,,,
"resources_services",29,1,"https://nakala.fr/","DOI, diffusion and preservation","Nakala","Deposit & Appraisal, Discovery & Identification, Access, Preservation","DOI, diffusion and preservation",
"resources_services",29,2,,,,,,
"resources_services",29,3,,,,,,
"resources_services",29,4,,,,,,
"resources_services",29,5,,,,,,
"resources_services",30,1,,,,,,
"resources_services",30,2,,,,,,
"resources_services",30,3,,,,,,
"resources_services",30,4,,,,,,
"resources_services",30,5,,,,,,
"resources_services",31,1,,,,,,
"resources_services",31,2,,,,,,
"resources_services",31,3,,,,,,
"resources_services",31,4,,,,,,
"resources_services",31,5,,,,,,
"resources_services",32,1,,,,,,
"resources_services",32,2,,,,,,
"resources_services",32,3,,,,,,
"resources_services",32,4,,,,,,
"resources_services",32,5,,,,,,
"resources_services",33,1,,,,,,
"resources_services",33,2,,,,,,
"resources_services",33,3,,,,,,
"resources_services",33,4,,,,,,
"resources_services",33,5,,,,,,
"resources_services",34,1,,,,,,
"resources_services",34,2,,,,,,
"resources_services",34,3,,,,,,
"resources_services",34,4,,,,,,
